Customer ID,Full Name,Date of Purchase,Age,State,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn,Suffix,percentage
CUST0173,Maryam Soto,1-Feb-25,42,Bauchi,Mobile SIM Card,Male,3,Good,48,20GB Monthly Plan,7500,16,120000,2299,No,Costly Data Plans,"Bauchi , Nigeria",100
CUST0178,Ejiro Johnson,1-Feb-25,23,Yobe,Broadband MiFi,Male,3,Good,24,30GB Monthly Broadband Plan,9000,1,9000,17181,No,Costly Data Plans,"Yobe , Nigeria",100
CUST0178,Ejiro Johnson,1-Feb-25,23,Yobe,Mobile SIM Card,Male,3,Good,24,500MB Daily Plan,350,12,4200,967,No,Costly Data Plans,"Yobe , Nigeria",100
CUST0178,Ejiro Johnson,1-Feb-25,23,Yobe,5G Broadband Router,Male,3,Good,24,450GB 3-Month Broadband Plan,75000,6,450000,18409,No,Costly Data Plans,"Yobe , Nigeria",100
CUST0180,Ese Haley,1-Feb-25,27,Sokoto,Mobile SIM Card,Male,3,Good,24,25GB Monthly Plan,9000,16,144000,11854,No,Costly Data Plans,"Sokoto , Nigeria",100
CUST0180,Ese Haley,1-Feb-25,27,Sokoto,Mobile SIM Card,Male,3,Good,24,500MB Daily Plan,350,18,6300,14663,No,Costly Data Plans,"Sokoto , Nigeria",100
CUST0184,Ngozi Webb,1-Feb-25,35,Anambra,5G Broadband Router,Male,3,Good,29,120GB Monthly Broadband Plan,24000,4,96000,9294,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0184,Ngozi Webb,1-Feb-25,35,Anambra,Broadband MiFi,Male,3,Good,29,30GB Monthly Broadband Plan,9000,10,90000,3194,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0184,Ngozi Webb,1-Feb-25,35,Anambra,Mobile SIM Card,Male,3,Good,29,65GB Monthly Plan,16000,11,176000,434,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0189,Zainab Mcguire,1-Feb-25,73,Plateau,Mobile SIM Card,Male,3,Good,40,1GB+1.5mins Daily Plan,500,14,7000,7691,No,Costly Data Plans,"Plateau , Nigeria",100
CUST0189,Zainab Mcguire,1-Feb-25,73,Plateau,Broadband MiFi,Male,3,Good,40,150GB FUP Monthly Unlimited,20000,17,340000,12871,No,Costly Data Plans,"Plateau , Nigeria",100
CUST0189,Zainab Mcguire,1-Feb-25,73,Plateau,5G Broadband Router,Male,3,Good,40,60GB Monthly Broadband Plan,14500,18,261000,12634,No,Costly Data Plans,"Plateau , Nigeria",100
CUST0190,Funke Thomas,1-Feb-25,64,Ekiti,5G Broadband Router,Female,3,Good,35,300GB FUP Monthly Unlimited,30000,20,600000,57,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0190,Funke Thomas,1-Feb-25,64,Ekiti,4G Router,Female,3,Good,35,10GB+10mins Monthly Plan,4500,9,40500,635,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0190,Funke Thomas,1-Feb-25,64,Ekiti,Mobile SIM Card,Female,3,Good,35,2.5GB 2-Day Plan,900,16,14400,16183,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0197,Ibim Murphy,1-Feb-25,37,Kogi,Mobile SIM Card,Female,3,Good,57,500MB Daily Plan,350,3,1050,3295,No,Costly Data Plans,"Kogi , Nigeria",100
CUST0201,John Mcgrath,1-Feb-25,41,Anambra,Broadband MiFi,Male,3,Good,14,60GB Monthly Broadband Plan,14500,9,130500,9445,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0201,John Mcgrath,1-Feb-25,41,Anambra,4G Router,Male,3,Good,14,65GB Monthly Plan,16000,13,208000,12855,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0207,Bola Miller,1-Feb-25,66,Bayelsa,5G Broadband Router,Male,3,Good,4,120GB Monthly Broadband Plan,24000,16,384000,6253,No,Costly Data Plans,"Bayelsa , Nigeria",100
CUST0211,Alabo Clay,1-Feb-25,38,Taraba,Broadband MiFi,Female,3,Good,23,60GB Monthly Broadband Plan,14500,19,275500,1041,No,Costly Data Plans,"Taraba , Nigeria",100
CUST0211,Alabo Clay,1-Feb-25,38,Taraba,Mobile SIM Card,Female,3,Good,23,10GB+10mins Monthly Plan,4500,8,36000,17149,No,Costly Data Plans,"Taraba , Nigeria",100
CUST0211,Alabo Clay,1-Feb-25,38,Taraba,Mobile SIM Card,Female,3,Good,23,500MB Daily Plan,350,14,4900,5418,No,Costly Data Plans,"Taraba , Nigeria",100
CUST0221,Zina Cochran,1-Feb-25,59,Kwara,Mobile SIM Card,Male,3,Good,22,2.5GB 2-Day Plan,900,5,4500,4607,No,Costly Data Plans,"Kwara , Nigeria",100
CUST0232,Chinedu Hughes,1-Feb-25,54,Zamfara,4G Router,Male,3,Good,42,165GB Monthly Plan,35000,20,700000,6673,No,Costly Data Plans,"Zamfara , Nigeria",100
CUST0245,Michael Jones,1-Feb-25,73,Yobe,4G Router,Male,3,Good,19,65GB Monthly Plan,16000,7,112000,12557,No,Costly Data Plans,"Yobe , Nigeria",100
CUST0263,Sarah Fritz,1-Feb-25,70,Osun,Broadband MiFi,Female,3,Good,51,300GB FUP Monthly Unlimited,30000,8,240000,9569,No,Costly Data Plans,"Osun , Nigeria",100
CUST0263,Sarah Fritz,1-Feb-25,70,Osun,4G Router,Female,3,Good,51,65GB Monthly Plan,16000,18,288000,5701,No,Costly Data Plans,"Osun , Nigeria",100
CUST0263,Sarah Fritz,1-Feb-25,70,Osun,Mobile SIM Card,Female,3,Good,51,20GB Monthly Plan,7500,1,7500,5193,No,Costly Data Plans,"Osun , Nigeria",100
CUST0264,Tunde Smith,1-Feb-25,31,Bauchi,Mobile SIM Card,Male,3,Good,25,165GB Monthly Plan,35000,9,315000,13049,No,Costly Data Plans,"Bauchi , Nigeria",100
CUST0266,Nura Hunter,1-Feb-25,73,Abuja (FCT),Broadband MiFi,Male,3,Good,14,30GB Monthly Broadband Plan,9000,5,45000,16097,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
CUST0266,Nura Hunter,1-Feb-25,73,Abuja (FCT),Mobile SIM Card,Male,3,Good,14,12.5GB Monthly Plan,5500,14,77000,18521,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
CUST0266,Nura Hunter,1-Feb-25,73,Abuja (FCT),4G Router,Male,3,Good,14,65GB Monthly Plan,16000,8,128000,1328,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
CUST0281,Tamuno Ortiz,1-Feb-25,25,Katsina,5G Broadband Router,Male,3,Good,22,450GB 3-Month Broadband Plan,75000,15,1125000,5461,No,Costly Data Plans,"Katsina , Nigeria",100
CUST0281,Tamuno Ortiz,1-Feb-25,25,Katsina,Mobile SIM Card,Male,3,Good,22,7GB Monthly Plan,3500,17,59500,14971,No,Costly Data Plans,"Katsina , Nigeria",100
CUST0289,Fatima Wheeler,1-Feb-25,59,Kogi,5G Broadband Router,Female,3,Good,51,150GB FUP Monthly Unlimited,20000,5,100000,16879,No,Costly Data Plans,"Kogi , Nigeria",100
CUST0294,Ese Bailey,1-Feb-25,60,Nasarawa,Broadband MiFi,Male,3,Good,2,60GB Monthly Broadband Plan,14500,18,261000,11203,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0294,Ese Bailey,1-Feb-25,60,Nasarawa,4G Router,Male,3,Good,2,165GB Monthly Plan,35000,6,210000,3836,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0298,Grace Davis,1-Feb-25,26,Sokoto,5G Broadband Router,Male,3,Good,24,30GB Monthly Broadband Plan,9000,10,90000,14699,No,Costly Data Plans,"Sokoto , Nigeria",100
CUST0305,Sade Shepard,1-Feb-25,55,Bauchi,Mobile SIM Card,Male,3,Good,21,65GB Monthly Plan,16000,13,208000,13489,No,Costly Data Plans,"Bauchi , Nigeria",100
CUST0308,Sarah Flores,1-Feb-25,47,Imo,Broadband MiFi,Male,3,Good,18,60GB Monthly Broadband Plan,14500,7,101500,7337,No,Costly Data Plans,"Imo , Nigeria",100
CUST0308,Sarah Flores,1-Feb-25,47,Imo,Mobile SIM Card,Male,3,Good,18,7GB Monthly Plan,3500,1,3500,6923,No,Costly Data Plans,"Imo , Nigeria",100
CUST0308,Sarah Flores,1-Feb-25,47,Imo,4G Router,Male,3,Good,18,25GB Monthly Plan,9000,12,108000,3427,No,Costly Data Plans,"Imo , Nigeria",100
CUST0319,Fatima Powell,1-Feb-25,24,Enugu,Mobile SIM Card,Female,3,Good,56,20GB Monthly Plan,7500,20,150000,15535,No,Costly Data Plans,"Enugu , Nigeria",100
CUST0321,Omamuzo Schwartz,1-Feb-25,22,Benue,Mobile SIM Card,Female,3,Good,29,20GB Monthly Plan,7500,2,15000,5924,No,Costly Data Plans,"Benue , Nigeria",100
CUST0321,Omamuzo Schwartz,1-Feb-25,22,Benue,Broadband MiFi,Female,3,Good,29,120GB Monthly Broadband Plan,24000,15,360000,18078,No,Costly Data Plans,"Benue , Nigeria",100
CUST0362,Sade Donaldson,1-Feb-25,27,Gombe,Broadband MiFi,Female,3,Good,6,60GB Monthly Broadband Plan,14500,10,145000,13232,No,Costly Data Plans,"Gombe , Nigeria",100
CUST0369,Abubakar Rodriguez,1-Feb-25,69,Taraba,4G Router,Male,3,Good,14,65GB Monthly Plan,16000,16,256000,11946,No,Costly Data Plans,"Taraba , Nigeria",100
CUST0369,Abubakar Rodriguez,1-Feb-25,69,Taraba,Broadband MiFi,Male,3,Good,14,120GB Monthly Broadband Plan,24000,10,240000,19008,No,Costly Data Plans,"Taraba , Nigeria",100
CUST0381,David Murphy,1-Feb-25,30,Taraba,Mobile SIM Card,Male,3,Good,49,2.5GB 2-Day Plan,900,12,10800,1314,No,Costly Data Plans,"Taraba , Nigeria",100
CUST0381,David Murphy,1-Feb-25,30,Taraba,4G Router,Male,3,Good,49,165GB Monthly Plan,35000,17,595000,975,No,Costly Data Plans,"Taraba , Nigeria",100
CUST0386,Shehu Torres,1-Feb-25,42,Rivers,5G Broadband Router,Female,3,Good,23,150GB FUP Monthly Unlimited,20000,13,260000,18413,No,Costly Data Plans,"Rivers , Nigeria",100
CUST0422,John Smith,1-Feb-25,47,Akwa Ibom,Broadband MiFi,Male,3,Good,24,30GB Monthly Broadband Plan,9000,8,72000,13829,No,Costly Data Plans,"Akwa Ibom , Nigeria",100
CUST0429,Omamuzo Smith,1-Feb-25,32,Kwara,Mobile SIM Card,Male,3,Good,39,1.5GB 2-Day Plan,600,5,3000,82,No,Costly Data Plans,"Kwara , Nigeria",100
CUST0433,Saidu Whitehead,1-Feb-25,49,Bauchi,4G Router,Female,3,Good,28,165GB Monthly Plan,35000,5,175000,1112,No,Costly Data Plans,"Bauchi , Nigeria",100
CUST0433,Saidu Whitehead,1-Feb-25,49,Bauchi,5G Broadband Router,Female,3,Good,28,30GB Monthly Broadband Plan,9000,2,18000,4636,No,Costly Data Plans,"Bauchi , Nigeria",100
CUST0492,Tega Kim,1-Feb-25,47,Enugu,4G Router,Male,3,Good,2,165GB Monthly Plan,35000,4,140000,13115,No,Costly Data Plans,"Enugu , Nigeria",100
CUST0022,Shehu Ferguson,1-Feb-25,58,Kogi,Mobile SIM Card,Male,1,Poor,18,500MB Daily Plan,350,15,5250,4031,No,Costly Data Plans,"Kogi , Nigeria",100
CUST0029,Boma Franco,1-Feb-25,44,Enugu,5G Broadband Router,Female,1,Poor,4,450GB 3-Month Broadband Plan,75000,18,1350000,1662,No,Costly Data Plans,"Enugu , Nigeria",100
CUST0029,Boma Franco,1-Feb-25,44,Enugu,4G Router,Female,1,Poor,4,165GB Monthly Plan,35000,16,560000,17949,No,Costly Data Plans,"Enugu , Nigeria",100
CUST0056,Tega Daniels,1-Feb-25,28,Nasarawa,Mobile SIM Card,Male,1,Poor,34,165GB Monthly Plan,35000,9,315000,15641,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0056,Tega Daniels,1-Feb-25,28,Nasarawa,Broadband MiFi,Male,1,Poor,34,300GB FUP Monthly Unlimited,30000,13,390000,12484,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0065,Kunle Shaw,1-Feb-25,75,Abia,Mobile SIM Card,Female,1,Poor,8,3.2GB 2-Day Plan,1000,18,18000,4734,No,Costly Data Plans,"Abia , Nigeria",100
CUST0065,Kunle Shaw,1-Feb-25,75,Abia,Broadband MiFi,Female,1,Poor,8,150GB FUP Monthly Unlimited,20000,12,240000,7803,No,Costly Data Plans,"Abia , Nigeria",100
CUST0067,Ejiro Smith,1-Feb-25,61,Oyo,Broadband MiFi,Female,1,Poor,18,150GB FUP Monthly Unlimited,20000,20,400000,12852,No,Costly Data Plans,"Oyo , Nigeria",100
CUST0067,Ejiro Smith,1-Feb-25,61,Oyo,5G Broadband Router,Female,1,Poor,18,30GB Monthly Broadband Plan,9000,11,99000,1059,No,Costly Data Plans,"Oyo , Nigeria",100
CUST0073,Ese Flowers,1-Feb-25,64,Bauchi,Mobile SIM Card,Female,1,Poor,30,165GB Monthly Plan,35000,8,280000,9059,No,Costly Data Plans,"Bauchi , Nigeria",100
CUST0075,Tega Medina,1-Feb-25,31,Kogi,5G Broadband Router,Female,1,Poor,56,60GB Monthly Broadband Plan,14500,16,232000,3137,No,Costly Data Plans,"Kogi , Nigeria",100
CUST0075,Tega Medina,1-Feb-25,31,Kogi,4G Router,Female,1,Poor,56,10GB+10mins Monthly Plan,4500,12,54000,16953,No,Costly Data Plans,"Kogi , Nigeria",100
CUST0075,Tega Medina,1-Feb-25,31,Kogi,Broadband MiFi,Female,1,Poor,56,120GB Monthly Broadband Plan,24000,9,216000,7383,No,Costly Data Plans,"Kogi , Nigeria",100
CUST0080,Kunle Williams,1-Feb-25,66,Rivers,Mobile SIM Card,Female,1,Poor,2,20GB Monthly Plan,7500,13,97500,5826,No,Costly Data Plans,"Rivers , Nigeria",100
CUST0080,Kunle Williams,1-Feb-25,66,Rivers,5G Broadband Router,Female,1,Poor,2,30GB Monthly Broadband Plan,9000,6,54000,19326,No,Costly Data Plans,"Rivers , Nigeria",100
CUST0080,Kunle Williams,1-Feb-25,66,Rivers,4G Router,Female,1,Poor,2,165GB Monthly Plan,35000,12,420000,16649,No,Costly Data Plans,"Rivers , Nigeria",100
CUST0085,Alabo Turner,1-Feb-25,40,Niger,Broadband MiFi,Female,1,Poor,33,150GB FUP Monthly Unlimited,20000,15,300000,831,No,Costly Data Plans,"Niger , Nigeria",100
CUST0085,Alabo Turner,1-Feb-25,40,Niger,5G Broadband Router,Female,1,Poor,33,1.5TB Yearly Broadband Plan,150000,20,3000000,10505,No,Costly Data Plans,"Niger , Nigeria",100
CUST0095,Sarah James,1-Feb-25,62,Kaduna,5G Broadband Router,Male,1,Poor,25,30GB Monthly Broadband Plan,9000,3,27000,7174,No,Costly Data Plans,"Kaduna , Nigeria",100
CUST0095,Sarah James,1-Feb-25,62,Kaduna,Mobile SIM Card,Male,1,Poor,25,7GB Monthly Plan,3500,4,14000,486,No,Costly Data Plans,"Kaduna , Nigeria",100
CUST0101,Bola Brown,1-Feb-25,35,Nasarawa,5G Broadband Router,Female,1,Poor,24,120GB Monthly Broadband Plan,24000,4,96000,503,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0101,Bola Brown,1-Feb-25,35,Nasarawa,Mobile SIM Card,Female,1,Poor,24,65GB Monthly Plan,16000,16,256000,14727,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0101,Bola Brown,1-Feb-25,35,Nasarawa,Mobile SIM Card,Female,1,Poor,24,16.5GB+10mins Monthly Plan,6500,18,117000,777,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0115,Maryam Smith,1-Feb-25,19,Taraba,Mobile SIM Card,Female,1,Poor,42,1.5GB 2-Day Plan,600,8,4800,16442,No,Costly Data Plans,"Taraba , Nigeria",100
CUST0123,Tega Chen,1-Feb-25,36,Sokoto,4G Router,Female,1,Poor,46,165GB Monthly Plan,35000,17,595000,16548,No,Costly Data Plans,"Sokoto , Nigeria",100
CUST0123,Tega Chen,1-Feb-25,36,Sokoto,Broadband MiFi,Female,1,Poor,46,300GB FUP Monthly Unlimited,30000,4,120000,178,No,Costly Data Plans,"Sokoto , Nigeria",100
CUST0142,Bala Hood,1-Feb-25,48,Ekiti,Mobile SIM Card,Female,1,Poor,51,500MB Daily Plan,350,8,2800,19805,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0142,Bala Hood,1-Feb-25,48,Ekiti,5G Broadband Router,Female,1,Poor,51,120GB Monthly Broadband Plan,24000,3,72000,13697,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0143,Bola Brooks,1-Feb-25,27,Kebbi,Mobile SIM Card,Female,1,Poor,25,165GB Monthly Plan,35000,11,385000,12916,No,Costly Data Plans,"Kebbi , Nigeria",100
CUST0143,Bola Brooks,1-Feb-25,27,Kebbi,Broadband MiFi,Female,1,Poor,25,120GB Monthly Broadband Plan,24000,4,96000,19548,No,Costly Data Plans,"Kebbi , Nigeria",100
CUST0143,Bola Brooks,1-Feb-25,27,Kebbi,Mobile SIM Card,Female,1,Poor,25,16.5GB+10mins Monthly Plan,6500,8,52000,18387,No,Costly Data Plans,"Kebbi , Nigeria",100
CUST0145,Halima Valencia,1-Feb-25,65,Adamawa,Broadband MiFi,Female,1,Poor,25,60GB Monthly Broadband Plan,14500,3,43500,4681,No,Costly Data Plans,"Adamawa , Nigeria",100
CUST0145,Halima Valencia,1-Feb-25,65,Adamawa,Mobile SIM Card,Female,1,Poor,25,7GB Monthly Plan,3500,20,70000,12123,No,Costly Data Plans,"Adamawa , Nigeria",100
CUST0171,Maryam Dixon,1-Feb-25,33,Jigawa,4G Router,Male,1,Poor,42,165GB Monthly Plan,35000,7,245000,7056,No,Costly Data Plans,"Jigawa , Nigeria",100
CUST0175,Tamuno Patton,1-Feb-25,80,Cross River,Mobile SIM Card,Female,1,Poor,28,25GB Monthly Plan,9000,7,63000,1626,No,Costly Data Plans,"Cross River , Nigeria",100
CUST0175,Tamuno Patton,1-Feb-25,80,Cross River,Mobile SIM Card,Female,1,Poor,28,1.5GB 2-Day Plan,600,13,7800,10751,No,Costly Data Plans,"Cross River , Nigeria",100
CUST0175,Tamuno Patton,1-Feb-25,80,Cross River,Broadband MiFi,Female,1,Poor,28,120GB Monthly Broadband Plan,24000,3,72000,12704,No,Costly Data Plans,"Cross River , Nigeria",100
CUST0215,Grace Figueroa,1-Feb-25,53,Edo,Mobile SIM Card,Female,1,Poor,26,165GB Monthly Plan,35000,12,420000,18135,No,Costly Data Plans,"Edo , Nigeria",100
CUST0215,Grace Figueroa,1-Feb-25,53,Edo,Mobile SIM Card,Female,1,Poor,26,16.5GB+10mins Monthly Plan,6500,6,39000,6039,No,Costly Data Plans,"Edo , Nigeria",100
CUST0215,Grace Figueroa,1-Feb-25,53,Edo,Broadband MiFi,Female,1,Poor,26,120GB Monthly Broadband Plan,24000,4,96000,3664,No,Costly Data Plans,"Edo , Nigeria",100
CUST0231,Sade Smith,1-Feb-25,80,Osun,Mobile SIM Card,Female,1,Poor,26,12.5GB Monthly Plan,5500,16,88000,6355,No,Costly Data Plans,"Osun , Nigeria",100
CUST0231,Sade Smith,1-Feb-25,80,Osun,Broadband MiFi,Female,1,Poor,26,30GB Monthly Broadband Plan,9000,14,126000,2098,No,Costly Data Plans,"Osun , Nigeria",100
CUST0231,Sade Smith,1-Feb-25,80,Osun,Mobile SIM Card,Female,1,Poor,26,65GB Monthly Plan,16000,1,16000,11165,No,Costly Data Plans,"Osun , Nigeria",100
CUST0233,John Benjamin,1-Feb-25,62,Nasarawa,5G Broadband Router,Male,1,Poor,7,150GB FUP Monthly Unlimited,20000,6,120000,963,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0233,John Benjamin,1-Feb-25,62,Nasarawa,Mobile SIM Card,Male,1,Poor,7,12.5GB Monthly Plan,5500,14,77000,2852,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0233,John Benjamin,1-Feb-25,62,Nasarawa,4G Router,Male,1,Poor,7,65GB Monthly Plan,16000,7,112000,5123,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0238,John Patel,1-Feb-25,69,Adamawa,Mobile SIM Card,Female,1,Poor,57,1.5GB 2-Day Plan,600,2,1200,1109,No,Costly Data Plans,"Adamawa , Nigeria",100
CUST0244,Ifeanyi Austin,1-Feb-25,60,Nasarawa,Mobile SIM Card,Male,1,Poor,58,20GB Monthly Plan,7500,10,75000,5169,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0244,Ifeanyi Austin,1-Feb-25,60,Nasarawa,Broadband MiFi,Male,1,Poor,58,30GB Monthly Broadband Plan,9000,12,108000,18231,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0246,Fatima Foster,1-Feb-25,70,Anambra,Broadband MiFi,Male,1,Poor,35,60GB Monthly Broadband Plan,14500,2,29000,14352,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0268,Michael Peterson,1-Feb-25,45,Abuja (FCT),5G Broadband Router,Male,1,Poor,24,450GB 3-Month Broadband Plan,75000,13,975000,7095,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
CUST0283,Sarah Ballard,1-Feb-25,26,Anambra,5G Broadband Router,Female,1,Poor,40,60GB Monthly Broadband Plan,14500,15,217500,14765,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0283,Sarah Ballard,1-Feb-25,26,Anambra,Broadband MiFi,Female,1,Poor,40,150GB FUP Monthly Unlimited,20000,6,120000,2669,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0295,David Higgins,1-Feb-25,60,Niger,5G Broadband Router,Female,1,Poor,18,200GB Monthly Broadband Plan,25000,17,425000,9109,No,Costly Data Plans,"Niger , Nigeria",100
CUST0295,David Higgins,1-Feb-25,60,Niger,4G Router,Female,1,Poor,18,165GB Monthly Plan,35000,1,35000,14686,No,Costly Data Plans,"Niger , Nigeria",100
CUST0313,Maryam Hernandez,1-Feb-25,58,Yobe,5G Broadband Router,Female,1,Poor,48,120GB Monthly Broadband Plan,24000,17,408000,4762,No,Costly Data Plans,"Yobe , Nigeria",100
CUST0313,Maryam Hernandez,1-Feb-25,58,Yobe,Mobile SIM Card,Female,1,Poor,48,1GB+1.5mins Daily Plan,500,9,4500,16247,No,Costly Data Plans,"Yobe , Nigeria",100
CUST0330,Ibim Harrison,1-Feb-25,21,Bayelsa,5G Broadband Router,Female,1,Poor,36,120GB Monthly Broadband Plan,24000,18,432000,6041,No,Costly Data Plans,"Bayelsa , Nigeria",100
CUST0330,Ibim Harrison,1-Feb-25,21,Bayelsa,4G Router,Female,1,Poor,36,25GB Monthly Plan,9000,4,36000,15352,No,Costly Data Plans,"Bayelsa , Nigeria",100
CUST0330,Ibim Harrison,1-Feb-25,21,Bayelsa,Broadband MiFi,Female,1,Poor,36,300GB FUP Monthly Unlimited,30000,19,570000,686,No,Costly Data Plans,"Bayelsa , Nigeria",100
CUST0366,Kunle Brady,1-Feb-25,29,Delta,5G Broadband Router,Female,1,Poor,39,450GB 3-Month Broadband Plan,75000,19,1425000,6518,No,Costly Data Plans,"Delta , Nigeria",100
CUST0366,Kunle Brady,1-Feb-25,29,Delta,Mobile SIM Card,Female,1,Poor,39,16.5GB+10mins Monthly Plan,6500,7,45500,279,No,Costly Data Plans,"Delta , Nigeria",100
CUST0368,Bola Meadows,1-Feb-25,33,Anambra,Broadband MiFi,Female,1,Poor,50,30GB Monthly Broadband Plan,9000,3,27000,3629,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0375,Nura Oconnell,1-Feb-25,53,Abuja (FCT),Mobile SIM Card,Male,1,Poor,37,12.5GB Monthly Plan,5500,14,77000,5619,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
